Sept. 5, 2019   15:07:15
-0.137, 9.111e-6
-0.135, 9.072e-6
-0.133, 9.035e-6
-0.131, 8.997e-6
-0.129, 8.960e-6
-0.127, 8.927e-6
-0.125, 8.889e-6
-0.123, 8.854e-6
-0.121, 8.820e-6
-0.119, 8.787e-6
-0.117, 8.755e-6
-0.115, 8.723e-6
-0.113, 8.688e-6
-0.111, 8.657e-6
-0.109, 8.626e-6
-0.107, 8.594e-6
-0.105, 8.564e-6
-0.103, 8.536e-6
-0.101, 8.505e-6
-0.099, 8.476e-6
-0.097, 8.447e-6
-0.095, 8.420e-6
-0.093, 8.392e-6
-0.091, 8.364e-6
-0.089, 8.338e-6
-0.087, 8.311e-6
-0.085, 8.283e-6
-0.083, 8.258e-6
-0.081, 8.231e-6
-0.079, 8.207e-6
-0.077, 8.183e-6
-0.075, 8.156e-6
-0.073, 8.130e-6
-0.071, 8.106e-6
-0.069, 8.083e-6
-0.067, 8.058e-6
-0.065, 8.034e-6
-0.063, 8.013e-6
-0.061, 7.988e-6
-0.059, 7.964e-6
-0.057, 7.940e-6
-0.055, 7.918e-6
-0.053, 7.895e-6
-0.051, 7.873e-6
-0.049, 7.850e-6
-0.047, 7.829e-6
-0.045, 7.807e-6
-0.043, 7.784e-6
-0.041, 7.762e-6
-0.039, 7.742e-6
-0.037, 7.722e-6
-0.035, 7.700e-6
-0.033, 7.678e-6
-0.031, 7.658e-6
-0.029, 7.638e-6
-0.027, 7.618e-6
-0.025, 7.598e-6
-0.023, 7.577e-6
-0.021, 7.558e-6
-0.019, 7.537e-6
-0.017, 7.516e-6
-0.015, 7.499e-6
-0.013, 7.481e-6
-0.011, 7.461e-6
-0.009, 7.440e-6
-0.007, 7.422e-6
-0.005, 7.403e-6
-0.003, 7.383e-6
-0.001, 7.364e-6
0.001, 7.346e-6
0.003, 7.326e-6
0.005, 7.307e-6
0.007, 7.288e-6
0.009, 7.271e-6
0.011, 7.252e-6
0.013, 7.234e-6
0.015, 7.214e-6
0.017, 7.197e-6
0.019, 7.177e-6
0.021, 7.159e-6
0.023, 7.139e-6
0.025, 7.122e-6
0.027, 7.103e-6
0.029, 7.083e-6
0.031, 7.063e-6
0.033, 7.045e-6
0.035, 7.026e-6
0.037, 7.006e-6
0.039, 6.989e-6
0.041, 6.968e-6
0.043, 6.950e-6
0.045, 6.929e-6
0.047, 6.908e-6
0.049, 6.890e-6
0.051, 6.871e-6
0.053, 6.848e-6
0.055, 6.826e-6
0.057, 6.807e-6
0.059, 6.786e-6
0.061, 6.762e-6
0.063, 6.740e-6
0.065, 6.718e-6
0.067, 6.694e-6
0.069, 6.670e-6
0.071, 6.645e-6
0.073, 6.621e-6
0.075, 6.595e-6
0.077, 6.569e-6
0.079, 6.540e-6
0.081, 6.513e-6
0.083, 6.484e-6
0.085, 6.454e-6
0.087, 6.421e-6
0.089, 6.391e-6
0.091, 6.358e-6
0.093, 6.321e-6
0.095, 6.283e-6
0.097, 6.246e-6
0.099, 6.206e-6
0.101, 6.164e-6
0.103, 6.120e-6
0.105, 6.075e-6
0.107, 6.026e-6
0.109, 5.976e-6
0.111, 5.922e-6
0.113, 5.868e-6
0.115, 5.811e-6
0.117, 5.746e-6
0.119, 5.680e-6
0.121, 5.611e-6
0.123, 5.537e-6
0.125, 5.458e-6
0.127, 5.374e-6
0.129, 5.292e-6
0.131, 5.197e-6
0.133, 5.098e-6
0.135, 4.992e-6
0.137, 4.882e-6
0.139, 4.764e-6
0.141, 4.642e-6
0.143, 4.507e-6
0.145, 4.367e-6
0.147, 4.218e-6
0.149, 4.057e-6
0.151, 3.887e-6
0.153, 3.709e-6
0.155, 3.521e-6
0.157, 3.315e-6
0.159, 3.098e-6
0.161, 2.870e-6
0.163, 2.628e-6
0.165, 2.371e-6
0.167, 2.104e-6
0.169, 1.815e-6
0.171, 1.510e-6
0.173, 1.189e-6
0.175, 8.484e-7
0.177, 4.914e-7
0.179, 1.171e-7
0.181, -2.761e-7
0.183, -6.980e-7
0.185, -1.135e-6
0.187, -1.593e-6
0.189, -2.073e-6
0.191, -2.580e-6
0.193, -3.091e-6
0.195, -3.640e-6
0.197, -4.212e-6
0.199, -4.798e-6
0.201, -5.409e-6
0.203, -6.034e-6
0.205, -6.679e-6
0.207, -7.346e-6
0.209, -8.030e-6
0.211, -8.730e-6
0.213, -9.444e-6
0.215, -1.018e-5
0.217, -1.090e-5
0.219, -1.163e-5
0.221, -1.239e-5
0.223, -1.314e-5
0.225, -1.390e-5
0.227, -1.465e-5
0.229, -1.539e-5
0.231, -1.612e-5
0.233, -1.685e-5
0.235, -1.756e-5
0.237, -1.827e-5
0.239, -1.896e-5
0.241, -1.960e-5
0.243, -2.022e-5
0.245, -2.081e-5
0.247, -2.139e-5
0.249, -2.193e-5
0.251, -2.243e-5
0.253, -2.290e-5
0.255, -2.333e-5
0.257, -2.371e-5
0.259, -2.406e-5
0.261, -2.438e-5
0.263, -2.465e-5
0.265, -2.489e-5
0.267, -2.507e-5
0.269, -2.522e-5
0.271, -2.533e-5
0.273, -2.541e-5
0.275, -2.546e-5
0.277, -2.547e-5
0.279, -2.545e-5
0.281, -2.539e-5
0.283, -2.529e-5
0.285, -2.519e-5
0.287, -2.506e-5
0.289, -2.491e-5
0.291, -2.473e-5
0.293, -2.454e-5
0.295, -2.432e-5
0.297, -2.410e-5
0.299, -2.386e-5
0.301, -2.361e-5
0.303, -2.336e-5
0.305, -2.309e-5
0.307, -2.282e-5
0.309, -2.254e-5
0.311, -2.227e-5
0.313, -2.198e-5
0.315, -2.170e-5
0.317, -2.141e-5
0.319, -2.113e-5
0.321, -2.084e-5
0.323, -2.056e-5
0.325, -2.028e-5
0.327, -2.000e-5
0.329, -1.973e-5
0.331, -1.945e-5
0.333, -1.919e-5
0.335, -1.893e-5
0.337, -1.867e-5
0.339, -1.841e-5
0.341, -1.816e-5
0.343, -1.792e-5
0.345, -1.768e-5
0.347, -1.744e-5
0.349, -1.721e-5
0.351, -1.699e-5
0.353, -1.677e-5
0.355, -1.656e-5
0.357, -1.635e-5
0.359, -1.614e-5
0.361, -1.594e-5
0.363, -1.575e-5
0.365, -1.555e-5
0.367, -1.537e-5
0.369, -1.518e-5
0.371, -1.501e-5
0.373, -1.483e-5
0.375, -1.466e-5
0.377, -1.450e-5
0.379, -1.434e-5
0.381, -1.418e-5
0.383, -1.403e-5
0.385, -1.388e-5
0.387, -1.373e-5
0.389, -1.359e-5
0.391, -1.345e-5
0.393, -1.331e-5
0.395, -1.318e-5
0.397, -1.305e-5
0.399, -1.292e-5
0.401, -1.280e-5
0.403, -1.268e-5
0.405, -1.256e-5
0.407, -1.244e-5
0.409, -1.233e-5
0.411, -1.222e-5
0.413, -1.211e-5
0.415, -1.201e-5
0.417, -1.190e-5
0.419, -1.180e-5
0.421, -1.170e-5
0.423, -1.160e-5
0.425, -1.151e-5
0.427, -1.142e-5
0.429, -1.133e-5
0.431, -1.124e-5
0.433, -1.115e-5
0.435, -1.106e-5
0.437, -1.098e-5
0.439, -1.090e-5
0.441, -1.082e-5
0.443, -1.074e-5
0.445, -1.066e-5
0.447, -1.058e-5
0.449, -1.051e-5
0.451, -1.043e-5
0.453, -1.036e-5
0.455, -1.029e-5
0.457, -1.022e-5
0.459, -1.015e-5
0.461, -1.009e-5
0.463, -1.002e-5
0.465, -9.959e-6
0.467, -9.896e-6
0.469, -9.835e-6
0.471, -9.775e-6
0.473, -9.713e-6
0.475, -9.656e-6
0.477, -9.598e-6
0.479, -9.542e-6
0.481, -9.485e-6
0.483, -9.430e-6
0.485, -9.376e-6
0.487, -9.322e-6
0.489, -9.270e-6
0.491, -9.220e-6
0.493, -9.170e-6
0.495, -9.121e-6
0.497, -9.071e-6
0.499, -9.023e-6
0.501, -8.976e-6
0.503, -8.930e-6
0.505, -8.884e-6
0.507, -8.840e-6
0.509, -8.797e-6
0.511, -8.754e-6
0.513, -8.711e-6
0.515, -8.668e-6
0.517, -8.628e-6
0.519, -8.587e-6
0.521, -8.547e-6
0.523, -8.507e-6
0.525, -8.469e-6
0.527, -8.432e-6
0.529, -8.394e-6
0.531, -8.358e-6
0.533, -8.323e-6
0.535, -8.287e-6
0.537, -8.252e-6
0.539, -8.219e-6
0.541, -8.186e-6
0.543, -8.154e-6
0.545, -8.121e-6
0.547, -8.089e-6
0.549, -8.059e-6
0.551, -8.027e-6
0.553, -7.998e-6
0.555, -7.969e-6
0.557, -7.940e-6
0.559, -7.913e-6
0.561, -7.883e-6
0.563, -7.856e-6
0.565, -7.829e-6
0.567, -7.803e-6
0.569, -7.777e-6
0.571, -7.752e-6
0.573, -7.728e-6
0.575, -7.704e-6
0.577, -7.678e-6
0.579, -7.657e-6
0.581, -7.636e-6
0.583, -7.614e-6
0.585, -7.591e-6
0.587, -7.571e-6
0.589, -7.550e-6
0.591, -7.532e-6
0.593, -7.511e-6
0.595, -7.494e-6
0.597, -7.476e-6
0.599, -7.458e-6
