Sept. 5, 2019   15:07:15
Cyclic Voltammetry
File: c:\users\1\desktop\2019Data Source:  Experiment
Instrument Model:  CHI630E
Header: 
Note: 

Init E (V) = 0.6
High E (V) = 0.6
Low E (V) = -0.2
Init P/N = N
Scan Rate (V/s) = 0.08
Segment = 2
Sample Interval (V) = 0.002
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Segment 1:
Ep = 0.197V
ip = 2.997e-5A
Ah = 2.589e-5C

Segment 2:
Ep = 0.277V
ip = -3.019e-5A
Ah = -2.605e-5C

Potential/V, Current/A

0.599, -3.054e-6
0.597, -2.908e-6
0.595, -2.842e-6
0.593, -2.790e-6
0.591, -2.744e-6
0.589, -2.702e-6
0.587, -2.664e-6
0.585, -2.628e-6
0.583, -2.593e-6
0.581, -2.560e-6
0.579, -2.528e-6
0.577, -2.498e-6
0.575, -2.470e-6
0.573, -2.441e-6
0.571, -2.412e-6
0.569, -2.385e-6
0.567, -2.359e-6
0.565, -2.333e-6
0.563, -2.307e-6
0.561, -2.284e-6
0.559, -2.260e-6
0.557, -2.236e-6
0.555, -2.212e-6
0.553, -2.190e-6
0.551, -2.168e-6
0.549, -2.148e-6
0.547, -2.126e-6
0.545, -2.105e-6
0.543, -2.085e-6
0.541, -2.065e-6
0.539, -2.044e-6
0.537, -2.026e-6
0.535, -2.006e-6
0.533, -1.988e-6
0.531, -1.968e-6
0.529, -1.951e-6
0.527, -1.934e-6
0.525, -1.917e-6
0.523, -1.898e-6
0.521, -1.881e-6
0.519, -1.863e-6
0.517, -1.847e-6
0.515, -1.830e-6
0.513, -1.812e-6
0.511, -1.798e-6
0.509, -1.781e-6
0.507, -1.764e-6
0.505, -1.750e-6
0.503, -1.734e-6
0.501, -1.719e-6
0.499, -1.703e-6
0.497, -1.688e-6
0.495, -1.674e-6
0.493, -1.658e-6
0.491, -1.643e-6
0.489, -1.628e-6
0.487, -1.614e-6
0.485, -1.601e-6
0.483, -1.586e-6
0.481, -1.571e-6
0.479, -1.558e-6
0.477, -1.543e-6
0.475, -1.529e-6
0.473, -1.516e-6
0.471, -1.502e-6
0.469, -1.488e-6
0.467, -1.474e-6
0.465, -1.460e-6
0.463, -1.447e-6
0.461, -1.434e-6
0.459, -1.420e-6
0.457, -1.407e-6
0.455, -1.393e-6
0.453, -1.380e-6
0.451, -1.366e-6
0.449, -1.353e-6
0.447, -1.341e-6
0.445, -1.327e-6
0.443, -1.313e-6
0.441, -1.300e-6
0.439, -1.287e-6
0.437, -1.272e-6
0.435, -1.259e-6
0.433, -1.245e-6
0.431, -1.230e-6
0.429, -1.216e-6
0.427, -1.201e-6
0.425, -1.186e-6
0.423, -1.172e-6
0.421, -1.158e-6
0.419, -1.141e-6
0.417, -1.125e-6
0.415, -1.110e-6
0.413, -1.093e-6
0.411, -1.076e-6
0.409, -1.059e-6
0.407, -1.041e-6
0.405, -1.024e-6
0.403, -1.004e-6
0.401, -9.843e-7
0.399, -9.655e-7
0.397, -9.449e-7
0.395, -9.228e-7
0.393, -9.009e-7
0.391, -8.768e-7
0.389, -8.528e-7
0.387, -8.264e-7
0.385, -7.999e-7
0.383, -7.738e-7
0.381, -7.436e-7
0.379, -7.112e-7
0.377, -6.798e-7
0.375, -6.448e-7
0.373, -6.101e-7
0.371, -5.725e-7
0.369, -5.322e-7
0.367, -4.907e-7
0.365, -4.454e-7
0.363, -3.974e-7
0.361, -3.483e-7
0.359, -2.956e-7
0.357, -2.410e-7
0.355, -1.789e-7
0.353, -1.157e-7
0.351, -4.758e-8
0.349, 2.518e-8
0.347, 1.037e-7
0.345, 1.834e-7
0.343, 2.710e-7
0.341, 3.641e-7
0.339, 4.639e-7
0.337, 5.701e-7
0.335, 6.813e-7
0.333, 8.015e-7
0.331, 9.277e-7
0.329, 1.064e-6
0.327, 1.210e-6
0.325, 1.364e-6
0.323, 1.529e-6
0.321, 1.705e-6
0.319, 1.886e-6
0.317, 2.086e-6
0.315, 2.298e-6
0.313, 2.525e-6
0.311, 2.761e-6
0.309, 3.012e-6
0.307, 3.282e-6
0.305, 3.565e-6
0.303, 3.863e-6
0.301, 4.179e-6
0.299, 4.515e-6
0.297, 4.866e-6
0.295, 5.244e-6
0.293, 5.626e-6
0.291, 6.041e-6
0.289, 6.475e-6
0.287, 6.931e-6
0.285, 7.403e-6
0.283, 7.900e-6
0.281, 8.416e-6
0.279, 8.950e-6
0.277, 9.506e-6
0.275, 1.009e-5
0.273, 1.070e-5
0.271, 1.131e-5
0.269, 1.195e-5
0.267, 1.260e-5
0.265, 1.327e-5
0.263, 1.396e-5
0.261, 1.466e-5
0.259, 1.538e-5
0.257, 1.611e-5
0.255, 1.682e-5
0.253, 1.755e-5
0.251, 1.829e-5
0.249, 1.903e-5
0.247, 1.976e-5
0.245, 2.049e-5
0.243, 2.122e-5
0.241, 2.191e-5
0.239, 2.261e-5
0.237, 2.329e-5
0.235, 2.396e-5
0.233, 2.459e-5
0.231, 2.521e-5
0.229, 2.577e-5
0.227, 2.633e-5
0.225, 2.685e-5
0.223, 2.735e-5
0.221, 2.781e-5
0.219, 2.822e-5
0.217, 2.859e-5
0.215, 2.893e-5
0.213, 2.924e-5
0.211, 2.951e-5
0.209, 2.974e-5
0.207, 2.992e-5
0.205, 3.007e-5
0.203, 3.018e-5
0.201, 3.026e-5
0.199, 3.031e-5
0.197, 3.032e-5
0.195, 3.031e-5
0.193, 3.027e-5
0.191, 3.018e-5
0.189, 3.008e-5
0.187, 2.997e-5
0.185, 2.982e-5
0.183, 2.966e-5
0.181, 2.948e-5
0.179, 2.928e-5
0.177, 2.907e-5
0.175, 2.885e-5
0.173, 2.861e-5
0.171, 2.837e-5
0.169, 2.812e-5
0.167, 2.787e-5
0.165, 2.760e-5
0.163, 2.734e-5
0.161, 2.707e-5
0.159, 2.680e-5
0.157, 2.653e-5
0.155, 2.626e-5
0.153, 2.599e-5
0.151, 2.572e-5
0.149, 2.545e-5
0.147, 2.519e-5
0.145, 2.493e-5
0.143, 2.467e-5
0.141, 2.441e-5
0.139, 2.416e-5
0.137, 2.391e-5
0.135, 2.367e-5
0.133, 2.342e-5
0.131, 2.319e-5
0.129, 2.296e-5
0.127, 2.273e-5
0.125, 2.251e-5
0.123, 2.229e-5
0.121, 2.208e-5
0.119, 2.187e-5
0.117, 2.166e-5
0.115, 2.147e-5
0.113, 2.127e-5
0.111, 2.108e-5
0.109, 2.089e-5
0.107, 2.071e-5
0.105, 2.053e-5
0.103, 2.036e-5
0.101, 2.019e-5
0.099, 2.002e-5
0.097, 1.986e-5
0.095, 1.970e-5
0.093, 1.954e-5
0.091, 1.939e-5
0.089, 1.924e-5
0.087, 1.910e-5
0.085, 1.896e-5
0.083, 1.882e-5
0.081, 1.868e-5
0.079, 1.855e-5
0.077, 1.842e-5
0.075, 1.830e-5
0.073, 1.817e-5
0.071, 1.805e-5
0.069, 1.793e-5
0.067, 1.782e-5
0.065, 1.771e-5
0.063, 1.759e-5
0.061, 1.749e-5
0.059, 1.738e-5
0.057, 1.728e-5
0.055, 1.717e-5
0.053, 1.708e-5
0.051, 1.698e-5
0.049, 1.688e-5
0.047, 1.679e-5
0.045, 1.670e-5
0.043, 1.661e-5
0.041, 1.652e-5
0.039, 1.643e-5
0.037, 1.635e-5
0.035, 1.627e-5
0.033, 1.618e-5
0.031, 1.610e-5
0.029, 1.602e-5
0.027, 1.595e-5
0.025, 1.587e-5
0.023, 1.580e-5
0.021, 1.572e-5
0.019, 1.565e-5
0.017, 1.558e-5
0.015, 1.551e-5
0.013, 1.545e-5
0.011, 1.538e-5
0.009, 1.531e-5
0.007, 1.525e-5
0.005, 1.519e-5
0.003, 1.512e-5
0.001, 1.506e-5
-0.001, 1.500e-5
-0.003, 1.494e-5
-0.005, 1.488e-5
-0.007, 1.483e-5
-0.009, 1.477e-5
-0.011, 1.471e-5
-0.013, 1.466e-5
-0.015, 1.461e-5
-0.017, 1.455e-5
-0.019, 1.450e-5
-0.021, 1.445e-5
-0.023, 1.440e-5
-0.025, 1.435e-5
-0.027, 1.430e-5
-0.029, 1.425e-5
-0.031, 1.420e-5
-0.033, 1.416e-5
-0.035, 1.411e-5
-0.037, 1.407e-5
-0.039, 1.402e-5
-0.041, 1.398e-5
-0.043, 1.393e-5
-0.045, 1.389e-5
-0.047, 1.385e-5
-0.049, 1.381e-5
-0.051, 1.377e-5
-0.053, 1.373e-5
-0.055, 1.369e-5
-0.057, 1.365e-5
-0.059, 1.361e-5
-0.061, 1.357e-5
-0.063, 1.354e-5
-0.065, 1.350e-5
-0.067, 1.346e-5
-0.069, 1.343e-5
-0.071, 1.339e-5
-0.073, 1.336e-5
-0.075, 1.332e-5
-0.077, 1.329e-5
-0.079, 1.325e-5
-0.081, 1.322e-5
-0.083, 1.319e-5
-0.085, 1.316e-5
-0.087, 1.312e-5
-0.089, 1.310e-5
-0.091, 1.306e-5
-0.093, 1.303e-5
-0.095, 1.300e-5
-0.097, 1.298e-5
-0.099, 1.295e-5
-0.101, 1.292e-5
-0.103, 1.289e-5
-0.105, 1.286e-5
-0.107, 1.284e-5
-0.109, 1.281e-5
-0.111, 1.279e-5
-0.113, 1.276e-5
-0.115, 1.273e-5
-0.117, 1.271e-5
-0.119, 1.269e-5
-0.121, 1.266e-5
-0.123, 1.264e-5
-0.125, 1.262e-5
-0.127, 1.260e-5
-0.129, 1.257e-5
-0.131, 1.255e-5
-0.133, 1.253e-5
-0.135, 1.251e-5
-0.137, 1.249e-5
-0.139, 1.247e-5
-0.141, 1.245e-5
-0.143, 1.243e-5
-0.145, 1.242e-5
-0.147, 1.240e-5
-0.149, 1.239e-5
-0.151, 1.237e-5
-0.153, 1.235e-5
-0.155, 1.234e-5
-0.157, 1.233e-5
-0.159, 1.232e-5
-0.161, 1.230e-5
-0.163, 1.229e-5
-0.165, 1.228e-5
-0.167, 1.227e-5
-0.169, 1.226e-5
-0.171, 1.225e-5
-0.173, 1.225e-5
-0.175, 1.224e-5
-0.177, 1.223e-5
-0.179, 1.222e-5
-0.181, 1.222e-5
-0.183, 1.221e-5
-0.185, 1.221e-5
-0.187, 1.221e-5
-0.189, 1.221e-5
-0.191, 1.221e-5
-0.193, 1.221e-5
-0.195, 1.222e-5
-0.197, 1.222e-5
-0.199, 1.223e-5
-0.199, 1.180e-5
-0.197, 1.134e-5
-0.195, 1.113e-5
-0.193, 1.097e-5
-0.191, 1.083e-5
-0.189, 1.071e-5
-0.187, 1.060e-5
-0.185, 1.050e-5
-0.183, 1.041e-5
-0.181, 1.033e-5
-0.179, 1.025e-5
-0.177, 1.017e-5
-0.175, 1.009e-5
-0.173, 1.002e-5
-0.171, 9.957e-6
-0.169, 9.892e-6
-0.167, 9.833e-6
-0.165, 9.775e-6
-0.163, 9.716e-6
-0.161, 9.661e-6
-0.159, 9.608e-6
-0.157, 9.556e-6
-0.155, 9.507e-6
-0.153, 9.457e-6
-0.151, 9.410e-6
-0.149, 9.363e-6
-0.147, 9.318e-6
-0.145, 9.274e-6
-0.143, 9.233e-6
-0.141, 9.193e-6
-0.139, 9.150e-6
