Sept. 5, 2019   15:00:19
-0.137, 3.983e-6
-0.135, 3.969e-6
-0.133, 3.955e-6
-0.131, 3.941e-6
-0.129, 3.928e-6
-0.127, 3.916e-6
-0.125, 3.903e-6
-0.123, 3.890e-6
-0.121, 3.878e-6
-0.119, 3.866e-6
-0.117, 3.855e-6
-0.115, 3.844e-6
-0.113, 3.832e-6
-0.111, 3.821e-6
-0.109, 3.810e-6
-0.107, 3.799e-6
-0.105, 3.789e-6
-0.103, 3.779e-6
-0.101, 3.769e-6
-0.099, 3.759e-6
-0.097, 3.750e-6
-0.095, 3.740e-6
-0.093, 3.731e-6
-0.091, 3.721e-6
-0.089, 3.712e-6
-0.087, 3.703e-6
-0.085, 3.694e-6
-0.083, 3.685e-6
-0.081, 3.676e-6
-0.079, 3.667e-6
-0.077, 3.658e-6
-0.075, 3.650e-6
-0.073, 3.641e-6
-0.071, 3.633e-6
-0.069, 3.625e-6
-0.067, 3.616e-6
-0.065, 3.608e-6
-0.063, 3.600e-6
-0.061, 3.592e-6
-0.059, 3.584e-6
-0.057, 3.576e-6
-0.055, 3.568e-6
-0.053, 3.561e-6
-0.051, 3.553e-6
-0.049, 3.545e-6
-0.047, 3.537e-6
-0.045, 3.530e-6
-0.043, 3.522e-6
-0.041, 3.515e-6
-0.039, 3.508e-6
-0.037, 3.501e-6
-0.035, 3.493e-6
-0.033, 3.486e-6
-0.031, 3.479e-6
-0.029, 3.472e-6
-0.027, 3.466e-6
-0.025, 3.459e-6
-0.023, 3.452e-6
-0.021, 3.445e-6
-0.019, 3.438e-6
-0.017, 3.431e-6
-0.015, 3.425e-6
-0.013, 3.419e-6
-0.011, 3.412e-6
-0.009, 3.406e-6
-0.007, 3.400e-6
-0.005, 3.393e-6
-0.003, 3.387e-6
-0.001, 3.381e-6
0.001, 3.375e-6
0.003, 3.369e-6
0.005, 3.363e-6
0.007, 3.357e-6
0.009, 3.351e-6
0.011, 3.345e-6
0.013, 3.340e-6
0.015, 3.334e-6
0.017, 3.328e-6
0.019, 3.322e-6
0.021, 3.316e-6
0.023, 3.310e-6
0.025, 3.305e-6
0.027, 3.299e-6
0.029, 3.293e-6
0.031, 3.287e-6
0.033, 3.282e-6
0.035, 3.276e-6
0.037, 3.270e-6
0.039, 3.264e-6
0.041, 3.258e-6
0.043, 3.253e-6
0.045, 3.246e-6
0.047, 3.241e-6
0.049, 3.235e-6
0.051, 3.229e-6
0.053, 3.222e-6
0.055, 3.216e-6
0.057, 3.210e-6
0.059, 3.203e-6
0.061, 3.196e-6
0.063, 3.189e-6
0.065, 3.182e-6
0.067, 3.175e-6
0.069, 3.167e-6
0.071, 3.159e-6
0.073, 3.152e-6
0.075, 3.143e-6
0.077, 3.135e-6
0.079, 3.126e-6
0.081, 3.118e-6
0.083, 3.108e-6
0.085, 3.098e-6
0.087, 3.088e-6
0.089, 3.078e-6
0.091, 3.067e-6
0.093, 3.055e-6
0.095, 3.043e-6
0.097, 3.031e-6
0.099, 3.017e-6
0.101, 3.003e-6
0.103, 2.989e-6
0.105, 2.973e-6
0.107, 2.957e-6
0.109, 2.939e-6
0.111, 2.921e-6
0.113, 2.902e-6
0.115, 2.881e-6
0.117, 2.860e-6
0.119, 2.837e-6
0.121, 2.811e-6
0.123, 2.785e-6
0.125, 2.758e-6
0.127, 2.728e-6
0.129, 2.697e-6
0.131, 2.663e-6
0.133, 2.627e-6
0.135, 2.588e-6
0.137, 2.547e-6
0.139, 2.503e-6
0.141, 2.456e-6
0.143, 2.404e-6
0.145, 2.349e-6
0.147, 2.290e-6
0.149, 2.228e-6
0.151, 2.162e-6
0.153, 2.094e-6
0.155, 2.021e-6
0.157, 1.941e-6
0.159, 1.857e-6
0.161, 1.770e-6
0.163, 1.676e-6
0.165, 1.575e-6
0.167, 1.471e-6
0.169, 1.358e-6
0.171, 1.239e-6
0.173, 1.114e-6
0.175, 9.800e-7
0.177, 8.391e-7
0.179, 6.897e-7
0.181, 5.329e-7
0.183, 3.645e-7
0.185, 1.899e-7
0.187, 6.381e-9
0.189, -1.865e-7
0.191, -3.862e-7
0.193, -5.909e-7
0.195, -8.125e-7
0.197, -1.040e-6
0.199, -1.277e-6
0.201, -1.524e-6
0.203, -1.776e-6
0.205, -2.034e-6
0.207, -2.303e-6
0.209, -2.579e-6
0.211, -2.863e-6
0.213, -3.150e-6
0.215, -3.443e-6
0.217, -3.736e-6
0.219, -4.028e-6
0.221, -4.330e-6
0.223, -4.632e-6
0.225, -4.930e-6
0.227, -5.223e-6
0.229, -5.516e-6
0.231, -5.799e-6
0.233, -6.081e-6
0.235, -6.355e-6
0.237, -6.620e-6
0.239, -6.876e-6
0.241, -7.117e-6
0.243, -7.344e-6
0.245, -7.556e-6
0.247, -7.760e-6
0.249, -7.949e-6
0.251, -8.120e-6
0.253, -8.274e-6
0.255, -8.414e-6
0.257, -8.530e-6
0.259, -8.642e-6
0.261, -8.732e-6
0.263, -8.808e-6
0.265, -8.866e-6
0.267, -8.906e-6
0.269, -8.930e-6
0.271, -8.943e-6
0.273, -8.942e-6
0.275, -8.928e-6
0.277, -8.903e-6
0.279, -8.866e-6
0.281, -8.819e-6
0.283, -8.756e-6
0.285, -8.695e-6
0.287, -8.621e-6
0.289, -8.538e-6
0.291, -8.451e-6
0.293, -8.357e-6
0.295, -8.257e-6
0.297, -8.157e-6
0.299, -8.053e-6
0.301, -7.947e-6
0.303, -7.839e-6
0.305, -7.728e-6
0.307, -7.617e-6
0.309, -7.507e-6
0.311, -7.396e-6
0.313, -7.285e-6
0.315, -7.175e-6
0.317, -7.065e-6
0.319, -6.956e-6
0.321, -6.848e-6
0.323, -6.743e-6
0.325, -6.640e-6
0.327, -6.537e-6
0.329, -6.437e-6
0.331, -6.338e-6
0.333, -6.240e-6
0.335, -6.145e-6
0.337, -6.053e-6
0.339, -5.962e-6
0.341, -5.873e-6
0.343, -5.786e-6
0.345, -5.701e-6
0.347, -5.618e-6
0.349, -5.538e-6
0.351, -5.458e-6
0.353, -5.381e-6
0.355, -5.306e-6
0.357, -5.233e-6
0.359, -5.162e-6
0.361, -5.094e-6
0.363, -5.027e-6
0.365, -4.961e-6
0.367, -4.897e-6
0.369, -4.835e-6
0.371, -4.774e-6
0.373, -4.714e-6
0.375, -4.655e-6
0.377, -4.599e-6
0.379, -4.544e-6
0.381, -4.491e-6
0.383, -4.439e-6
0.385, -4.387e-6
0.387, -4.338e-6
0.389, -4.289e-6
0.391, -4.242e-6
0.393, -4.196e-6
0.395, -4.151e-6
0.397, -4.107e-6
0.399, -4.064e-6
0.401, -4.023e-6
0.403, -3.982e-6
0.405, -3.942e-6
0.407, -3.903e-6
0.409, -3.864e-6
0.411, -3.827e-6
0.413, -3.791e-6
0.415, -3.755e-6
0.417, -3.721e-6
0.419, -3.688e-6
0.421, -3.654e-6
0.423, -3.622e-6
0.425, -3.590e-6
0.427, -3.559e-6
0.429, -3.529e-6
0.431, -3.500e-6
0.433, -3.471e-6
0.435, -3.443e-6
0.437, -3.415e-6
0.439, -3.388e-6
0.441, -3.361e-6
0.443, -3.335e-6
0.445, -3.310e-6
0.447, -3.285e-6
0.449, -3.260e-6
0.451, -3.236e-6
0.453, -3.212e-6
0.455, -3.189e-6
0.457, -3.167e-6
0.459, -3.145e-6
0.461, -3.122e-6
0.463, -3.101e-6
0.465, -3.080e-6
0.467, -3.059e-6
0.469, -3.039e-6
0.471, -3.020e-6
0.473, -3.000e-6
0.475, -2.981e-6
0.477, -2.963e-6
0.479, -2.945e-6
0.481, -2.928e-6
0.483, -2.911e-6
0.485, -2.894e-6
0.487, -2.877e-6
0.489, -2.861e-6
0.491, -2.845e-6
0.493, -2.829e-6
0.495, -2.814e-6
0.497, -2.799e-6
0.499, -2.784e-6
0.501, -2.770e-6
0.503, -2.756e-6
0.505, -2.742e-6
0.507, -2.728e-6
0.509, -2.715e-6
0.511, -2.703e-6
0.513, -2.690e-6
0.515, -2.678e-6
0.517, -2.666e-6
0.519, -2.654e-6
0.521, -2.643e-6
0.523, -2.632e-6
0.525, -2.621e-6
0.527, -2.611e-6
0.529, -2.601e-6
0.531, -2.591e-6
0.533, -2.581e-6
0.535, -2.572e-6
0.537, -2.563e-6
0.539, -2.554e-6
0.541, -2.546e-6
0.543, -2.537e-6
0.545, -2.529e-6
0.547, -2.522e-6
0.549, -2.514e-6
0.551, -2.506e-6
0.553, -2.500e-6
0.555, -2.493e-6
0.557, -2.487e-6
0.559, -2.480e-6
0.561, -2.474e-6
0.563, -2.469e-6
0.565, -2.463e-6
0.567, -2.458e-6
0.569, -2.453e-6
0.571, -2.448e-6
0.573, -2.444e-6
0.575, -2.440e-6
0.577, -2.435e-6
0.579, -2.432e-6
0.581, -2.428e-6
0.583, -2.425e-6
0.585, -2.422e-6
0.587, -2.419e-6
0.589, -2.416e-6
0.591, -2.414e-6
0.593, -2.412e-6
0.595, -2.410e-6
0.597, -2.408e-6
0.599, -2.406e-6
