0,0.4125
30,0.4127
60,0.4046
90,0.4016
120,0.3946
150,0.3912
180,0.3817
210,0.3743
240,0.3669
270,0.3617
300,0.3573
330,0.3486
360,0.3405
390,0.3291
420,0.3211
