0,0.401
30,0.3991
60,0.3883
90,0.3722
120,0.3625
150,0.3433
180,0.3279
210,0.3153
240,0.3017
270,0.285
300,0.2664
330,0.2511
360,0.2416
390,0.2209
420,0.2084
