0,0.2085
30,0.1993
60,0.1814
90,0.1702
120,0.1516
150,0.1357
180,0.1201
210,0.1044
240,0.088
270,0.0745
300,0.0569
330,0.0443
360,0.0251
390,0.0156
420,0.0122
