0,0.4229
30,0.4196
60,0.4173
90,0.4117
120,0.4034
150,0.3965
180,0.3944
210,0.3817
240,0.3739
270,0.3677
300,0.3595
330,0.351
360,0.3498
390,0.3422
420,0.328
