0,0.3142
30,0.3106
60,0.3077
90,0.307
120,0.3043
150,0.304
180,0.3025
210,0.2991
240,0.2973
270,0.2953
300,0.2939
330,0.2922
360,0.2902
390,0.288
420,0.2839
