0,0.3965
30,0.3956
60,0.3933
90,0.393
120,0.3916
150,0.3902
180,0.3881
210,0.3865
240,0.382
270,0.3827
300,0.3786
330,0.3768
360,0.375
390,0.373
420,0.3707
