0,0.4027
30,0.401
60,0.3949
90,0.394
120,0.3893
150,0.3854
180,0.3814
210,0.3763
240,0.3716
270,0.3671
300,0.3627
330,0.3586
360,0.3542
390,0.3497
420,0.3465
