Sept. 5, 2019   16:23:18
0.675, -2.861e-5
0.677, -2.854e-5
0.679, -2.848e-5
0.681, -2.842e-5
0.683, -2.836e-5
0.685, -2.830e-5
0.687, -2.823e-5
0.689, -2.817e-5
0.691, -2.812e-5
0.693, -2.806e-5
0.695, -2.800e-5
0.697, -2.794e-5
0.699, -2.788e-5
0.701, -2.783e-5
0.703, -2.777e-5
0.705, -2.772e-5
0.707, -2.766e-5
0.709, -2.761e-5
0.711, -2.756e-5
0.713, -2.751e-5
0.715, -2.746e-5
0.717, -2.741e-5
0.719, -2.736e-5
0.721, -2.730e-5
0.723, -2.725e-5
0.725, -2.720e-5
0.727, -2.716e-5
0.729, -2.711e-5
0.731, -2.706e-5
0.733, -2.701e-5
0.735, -2.696e-5
0.737, -2.692e-5
0.739, -2.687e-5
0.741, -2.683e-5
0.743, -2.678e-5
0.745, -2.674e-5
0.747, -2.669e-5
0.749, -2.665e-5
0.751, -2.661e-5
0.753, -2.656e-5
0.755, -2.652e-5
0.757, -2.648e-5
0.759, -2.644e-5
0.761, -2.640e-5
0.763, -2.636e-5
0.765, -2.632e-5
0.767, -2.628e-5
0.769, -2.624e-5
0.771, -2.620e-5
0.773, -2.616e-5
0.775, -2.613e-5
0.777, -2.609e-5
0.779, -2.605e-5
0.781, -2.601e-5
0.783, -2.598e-5
0.785, -2.594e-5
0.787, -2.590e-5
0.789, -2.587e-5
0.791, -2.583e-5
0.793, -2.580e-5
0.795, -2.576e-5
0.797, -2.573e-5
0.799, -2.570e-5
0.801, -2.566e-5
0.803, -2.563e-5
0.805, -2.560e-5
0.807, -2.556e-5
0.809, -2.553e-5
0.811, -2.550e-5
0.813, -2.547e-5
0.815, -2.544e-5
0.817, -2.541e-5
0.819, -2.538e-5
0.821, -2.535e-5
0.823, -2.533e-5
0.825, -2.530e-5
0.827, -2.527e-5
0.829, -2.524e-5
0.831, -2.521e-5
0.833, -2.518e-5
0.835, -2.516e-5
0.837, -2.513e-5
0.839, -2.510e-5
0.841, -2.507e-5
0.843, -2.505e-5
0.845, -2.502e-5
0.847, -2.500e-5
0.849, -2.497e-5
0.851, -2.495e-5
0.853, -2.492e-5
0.855, -2.490e-5
0.857, -2.488e-5
0.859, -2.485e-5
0.861, -2.483e-5
0.863, -2.481e-5
0.865, -2.478e-5
0.867, -2.476e-5
0.869, -2.474e-5
0.871, -2.472e-5
0.873, -2.470e-5
0.875, -2.468e-5
0.877, -2.466e-5
0.879, -2.464e-5
0.881, -2.463e-5
0.883, -2.461e-5
0.885, -2.459e-5
0.887, -2.457e-5
0.889, -2.455e-5
0.891, -2.454e-5
0.893, -2.452e-5
0.895, -2.450e-5
0.897, -2.448e-5
0.899, -2.447e-5
0.901, -2.445e-5
0.903, -2.444e-5
0.905, -2.442e-5
0.907, -2.441e-5
0.909, -2.440e-5
0.911, -2.438e-5
0.913, -2.437e-5
0.915, -2.436e-5
0.917, -2.435e-5
0.919, -2.433e-5
0.921, -2.432e-5
0.923, -2.431e-5
0.925, -2.430e-5
0.927, -2.429e-5
0.929, -2.428e-5
0.931, -2.427e-5
0.933, -2.426e-5
0.935, -2.425e-5
0.937, -2.425e-5
0.939, -2.424e-5
0.941, -2.423e-5
0.943, -2.423e-5
0.945, -2.422e-5
0.947, -2.421e-5
0.949, -2.421e-5
0.951, -2.420e-5
0.953, -2.420e-5
0.955, -2.420e-5
0.957, -2.419e-5
0.959, -2.419e-5
0.961, -2.419e-5
0.963, -2.419e-5
0.965, -2.419e-5
0.967, -2.419e-5
0.969, -2.419e-5
0.971, -2.419e-5
0.973, -2.419e-5
0.975, -2.419e-5
0.977, -2.419e-5
0.979, -2.419e-5
0.981, -2.420e-5
0.983, -2.420e-5
0.985, -2.421e-5
0.987, -2.421e-5
0.989, -2.422e-5
0.991, -2.423e-5
0.993, -2.424e-5
0.995, -2.425e-5
0.997, -2.426e-5
0.999, -2.427e-5
0.999, -2.393e-5
0.997, -2.350e-5
0.995, -2.326e-5
0.993, -2.306e-5
0.991, -2.288e-5
0.989, -2.273e-5
0.987, -2.258e-5
0.985, -2.245e-5
0.983, -2.232e-5
0.981, -2.220e-5
0.979, -2.209e-5
0.977, -2.199e-5
0.975, -2.189e-5
0.973, -2.179e-5
0.971, -2.170e-5
0.969, -2.161e-5
0.967, -2.152e-5
0.965, -2.145e-5
0.963, -2.137e-5
0.961, -2.129e-5
0.959, -2.122e-5
0.957, -2.115e-5
0.955, -2.108e-5
0.953, -2.101e-5
0.951, -2.095e-5
0.949, -2.088e-5
0.947, -2.082e-5
0.945, -2.076e-5
0.943, -2.070e-5
0.941, -2.065e-5
0.939, -2.059e-5
0.937, -2.054e-5
0.935, -2.048e-5
0.933, -2.043e-5
0.931, -2.038e-5
0.929, -2.033e-5
0.927, -2.028e-5
0.925, -2.023e-5
0.923, -2.018e-5
0.921, -2.014e-5
0.919, -2.009e-5
0.917, -2.005e-5
0.915, -2.000e-5
0.913, -1.996e-5
0.911, -1.992e-5
0.909, -1.988e-5
0.907, -1.983e-5
0.905, -1.979e-5
0.903, -1.975e-5
0.901, -1.971e-5
0.899, -1.967e-5
0.897, -1.964e-5
0.895, -1.960e-5
0.893, -1.956e-5
0.891, -1.953e-5
0.889, -1.950e-5
0.887, -1.947e-5
0.885, -1.943e-5
0.883, -1.940e-5
0.881, -1.936e-5
0.879, -1.933e-5
0.877, -1.930e-5
0.875, -1.926e-5
0.873, -1.923e-5
0.871, -1.919e-5
0.869, -1.916e-5
0.867, -1.913e-5
0.865, -1.910e-5
0.863, -1.906e-5
0.861, -1.903e-5
0.859, -1.900e-5
0.857, -1.897e-5
0.855, -1.894e-5
0.853, -1.891e-5
0.851, -1.888e-5
0.849, -1.885e-5
0.847, -1.882e-5
0.845, -1.879e-5
0.843, -1.876e-5
0.841, -1.873e-5
0.839, -1.870e-5
0.837, -1.867e-5
0.835, -1.864e-5
0.833, -1.862e-5
0.831, -1.859e-5
0.829, -1.856e-5
0.827, -1.854e-5
0.825, -1.851e-5
0.823, -1.848e-5
0.821, -1.845e-5
0.819, -1.843e-5
0.817, -1.840e-5
0.815, -1.837e-5
0.813, -1.835e-5
0.811, -1.832e-5
0.809, -1.829e-5
0.807, -1.827e-5
0.805, -1.824e-5
0.803, -1.822e-5
0.801, -1.819e-5
0.799, -1.816e-5
0.797, -1.814e-5
0.795, -1.811e-5
0.793, -1.809e-5
0.791, -1.806e-5
0.789, -1.804e-5
0.787, -1.801e-5
0.785, -1.799e-5
0.783, -1.797e-5
0.781, -1.794e-5
0.779, -1.792e-5
0.777, -1.789e-5
0.775, -1.787e-5
0.773, -1.784e-5
0.771, -1.782e-5
0.769, -1.779e-5
0.767, -1.777e-5
0.765, -1.775e-5
0.763, -1.772e-5
0.761, -1.770e-5
0.759, -1.768e-5
0.757, -1.765e-5
0.755, -1.763e-5
0.753, -1.761e-5
0.751, -1.758e-5
0.749, -1.756e-5
0.747, -1.754e-5
0.745, -1.752e-5
0.743, -1.749e-5
0.741, -1.748e-5
0.739, -1.745e-5
0.737, -1.743e-5
0.735, -1.741e-5
0.733, -1.738e-5
0.731, -1.736e-5
0.729, -1.734e-5
0.727, -1.732e-5
0.725, -1.730e-5
0.723, -1.727e-5
0.721, -1.725e-5
0.719, -1.723e-5
0.717, -1.721e-5
0.715, -1.718e-5
0.713, -1.716e-5
0.711, -1.714e-5
0.709, -1.712e-5
0.707, -1.710e-5
0.705, -1.708e-5
0.703, -1.705e-5
0.701, -1.703e-5
0.699, -1.701e-5
0.697, -1.699e-5
0.695, -1.697e-5
0.693, -1.694e-5
0.691, -1.692e-5
0.689, -1.690e-5
0.687, -1.688e-5
0.685, -1.686e-5
0.683, -1.684e-5
0.681, -1.682e-5
0.679, -1.679e-5
0.677, -1.677e-5
0.675, -1.675e-5
0.673, -1.673e-5
0.671, -1.671e-5
0.669, -1.669e-5
0.667, -1.666e-5
0.665, -1.664e-5
0.663, -1.662e-5
0.661, -1.660e-5
0.659, -1.658e-5
0.657, -1.656e-5
0.655, -1.654e-5
0.653, -1.652e-5
0.651, -1.650e-5
0.649, -1.647e-5
0.647, -1.645e-5
0.645, -1.643e-5
0.643, -1.641e-5
0.641, -1.638e-5
0.639, -1.636e-5
0.637, -1.634e-5
0.635, -1.632e-5
0.633, -1.630e-5
0.631, -1.628e-5
0.629, -1.625e-5
0.627, -1.623e-5
0.625, -1.621e-5
0.623, -1.619e-5
0.621, -1.617e-5
0.619, -1.614e-5
0.617, -1.612e-5
0.615, -1.610e-5
0.613, -1.608e-5
0.611, -1.605e-5
0.609, -1.603e-5
0.607, -1.601e-5
0.605, -1.598e-5
0.603, -1.596e-5
0.601, -1.594e-5
0.599, -1.592e-5
0.597, -1.589e-5
0.595, -1.587e-5
0.593, -1.585e-5
0.591, -1.582e-5
0.589, -1.580e-5
0.587, -1.577e-5
0.585, -1.575e-5
0.583, -1.573e-5
0.581, -1.570e-5
0.579, -1.568e-5
0.577, -1.565e-5
0.575, -1.563e-5
0.573, -1.560e-5
0.571, -1.558e-5
0.569, -1.555e-5
0.567, -1.552e-5
0.565, -1.550e-5
0.563, -1.547e-5
0.561, -1.544e-5
0.559, -1.542e-5
0.557, -1.539e-5
0.555, -1.536e-5
0.553, -1.533e-5
0.551, -1.531e-5
0.549, -1.528e-5
0.547, -1.525e-5
0.545, -1.522e-5
0.543, -1.520e-5
0.541, -1.517e-5
0.539, -1.514e-5
0.537, -1.511e-5
0.535, -1.508e-5
0.533, -1.505e-5
0.531, -1.502e-5
0.529, -1.499e-5
0.527, -1.496e-5
0.525, -1.493e-5
0.523, -1.490e-5
0.521, -1.487e-5
0.519, -1.483e-5
0.517, -1.480e-5
0.515, -1.477e-5
0.513, -1.474e-5
0.511, -1.470e-5
0.509, -1.467e-5
0.507, -1.464e-5
0.505, -1.460e-5
0.503, -1.457e-5
0.501, -1.453e-5
0.499, -1.450e-5
0.497, -1.446e-5
0.495, -1.442e-5
0.493, -1.439e-5
0.491, -1.435e-5
0.489, -1.431e-5
0.487, -1.427e-5
0.485, -1.423e-5
0.483, -1.419e-5
0.481, -1.415e-5
0.479, -1.411e-5
0.477, -1.407e-5
0.475, -1.402e-5
0.473, -1.398e-5
0.471, -1.393e-5
0.469, -1.389e-5
0.467, -1.384e-5
0.465, -1.380e-5
0.463, -1.375e-5
0.461, -1.370e-5
0.459, -1.366e-5
0.457, -1.361e-5
0.455, -1.356e-5
0.453, -1.351e-5
0.451, -1.346e-5
0.449, -1.341e-5
0.447, -1.336e-5
0.445, -1.330e-5
0.443, -1.324e-5
0.441, -1.319e-5
0.439, -1.313e-5
0.437, -1.307e-5
0.435, -1.301e-5
0.433, -1.295e-5
0.431, -1.289e-5
0.429, -1.283e-5
0.427, -1.277e-5
0.425, -1.270e-5
0.423, -1.263e-5
0.421, -1.257e-5
0.419, -1.250e-5
0.417, -1.243e-5
0.415, -1.236e-5
0.413, -1.228e-5
0.411, -1.221e-5
0.409, -1.213e-5
0.407, -1.206e-5
0.405, -1.198e-5
0.403, -1.190e-5
0.401, -1.182e-5
0.399, -1.174e-5
0.397, -1.165e-5
0.395, -1.157e-5
0.393, -1.148e-5
0.391, -1.139e-5
0.389, -1.130e-5
0.387, -1.121e-5
0.385, -1.111e-5
0.383, -1.102e-5
0.381, -1.092e-5
0.379, -1.082e-5
0.377, -1.072e-5
0.375, -1.062e-5
0.373, -1.051e-5
0.371, -1.041e-5
0.369, -1.030e-5
0.367, -1.019e-5
0.365, -1.008e-5
0.363, -9.964e-6
0.361, -9.848e-6
0.359, -9.728e-6
0.357, -9.617e-6
0.355, -9.497e-6
0.353, -9.373e-6
0.351, -9.249e-6
0.349, -9.123e-6
0.347, -8.996e-6
0.345, -8.866e-6
0.343, -8.736e-6
0.341, -8.602e-6
0.339, -8.465e-6
0.337, -8.328e-6
0.335, -8.189e-6
0.333, -8.050e-6
0.331, -7.911e-6
0.329, -7.769e-6
0.327, -7.620e-6
0.325, -7.471e-6
0.323, -7.322e-6
0.321, -7.170e-6
0.319, -7.023e-6
0.317, -6.872e-6
0.315, -6.719e-6
0.313, -6.565e-6
0.311, -6.408e-6
0.309, -6.257e-6
0.307, -6.098e-6
0.305, -5.939e-6
0.303, -5.785e-6
0.301, -5.631e-6
0.299, -5.474e-6
0.297, -5.312e-6
0.295, -5.154e-6
0.293, -4.998e-6
0.291, -4.838e-6
0.289, -4.677e-6
0.287, -4.518e-6
0.285, -4.359e-6
0.283, -4.200e-6
0.281, -4.043e-6
0.279, -3.887e-6
0.277, -3.746e-6
0.275, -3.592e-6
0.273, -3.435e-6
0.271, -3.283e-6
0.269, -3.131e-6
0.267, -2.982e-6
0.265, -2.833e-6
0.263, -2.684e-6
0.261, -2.539e-6
0.259, -2.393e-6
0.257, -2.250e-6
0.255, -2.108e-6
0.253, -1.973e-6
0.251, -1.836e-6
0.249, -1.705e-6
0.247, -1.577e-6
0.245, -1.449e-6
0.243, -1.322e-6
0.241, -1.199e-6
0.239, -1.076e-6
0.237, -9.566e-7
0.235, -8.420e-7
0.233, -7.291e-7
0.231, -6.179e-7
0.229, -5.132e-7
0.227, -4.082e-7
0.225, -3.073e-7
0.223, -2.119e-7
0.221, -1.138e-7
0.219, -2.111e-8
0.217, 6.633e-8
0.215, 1.525e-7
0.213, 2.381e-7
0.211, 3.217e-7
0.209, 3.993e-7
0.207, 4.736e-7
0.205, 5.447e-7
0.203, 6.148e-7
0.201, 6.789e-7
0.199, 7.424e-7
0.197, 8.004e-7
0.195, 8.595e-7
0.193, 9.136e-7
0.191, 9.637e-7
0.189, 1.014e-6
0.187, 1.064e-6
0.185, 1.107e-6
0.183, 1.148e-6
0.181, 1.188e-6
0.179, 1.225e-6
0.177, 1.263e-6
0.175, 1.298e-6
0.173, 1.331e-6
0.171, 1.362e-6
0.169, 1.392e-6
0.167, 1.419e-6
0.165, 1.443e-6
0.163, 1.468e-6
0.161, 1.492e-6
0.159, 1.514e-6
0.157, 1.535e-6
0.155, 1.554e-6
0.153, 1.574e-6
0.151, 1.592e-6
0.149, 1.606e-6
0.147, 1.623e-6
0.145, 1.637e-6
0.143, 1.652e-6
0.141, 1.663e-6
0.139, 1.674e-6
0.137, 1.687e-6
0.135, 1.699e-6
0.133, 1.708e-6
0.131, 1.718e-6
0.129, 1.727e-6
0.127, 1.735e-6
0.125, 1.744e-6
0.123, 1.753e-6
0.121, 1.761e-6
0.119, 1.770e-6
0.117, 1.777e-6
0.115, 1.785e-6
0.113, 1.792e-6
0.111, 1.798e-6
0.109, 1.803e-6
0.107, 1.812e-6
0.105, 1.816e-6
0.103, 1.823e-6
0.101, 1.829e-6
0.099, 1.834e-6
0.097, 1.840e-6
0.095, 1.846e-6
0.093, 1.851e-6
0.091, 1.855e-6
0.089, 1.861e-6
0.087, 1.866e-6
0.085, 1.870e-6
0.083, 1.875e-6
0.081, 1.881e-6
0.079, 1.885e-6
0.077, 1.889e-6
0.075, 1.894e-6
0.073, 1.900e-6
0.071, 1.905e-6
0.069, 1.908e-6
0.067, 1.913e-6
0.065, 1.919e-6
0.063, 1.923e-6
0.061, 1.926e-6
0.059, 1.933e-6
0.057, 1.939e-6
0.055, 1.944e-6
0.053, 1.946e-6
0.051, 1.950e-6
0.049, 1.955e-6
0.047, 1.961e-6
0.045, 1.966e-6
0.043, 1.969e-6
0.041, 1.976e-6
0.039, 1.983e-6
0.037, 1.985e-6
0.035, 1.990e-6
0.033, 1.995e-6
0.031, 2.000e-6
0.029, 2.004e-6
0.027, 2.009e-6
0.025, 2.014e-6
0.023, 2.019e-6
0.021, 2.025e-6
0.019, 2.028e-6
0.017, 2.034e-6
0.015, 2.040e-6
0.013, 2.043e-6
0.011, 2.049e-6
0.009, 2.053e-6
0.007, 2.061e-6
0.005, 2.066e-6
0.003, 2.070e-6
0.001, 2.076e-6
-0.001, 2.082e-6
-0.003, 2.087e-6
-0.005, 2.092e-6
-0.007, 2.097e-6
-0.009, 2.103e-6
-0.011, 2.110e-6
-0.013, 2.114e-6
-0.015, 2.118e-6
-0.017, 2.125e-6
-0.019, 2.130e-6
-0.021, 2.136e-6
-0.023, 2.141e-6
-0.025, 2.148e-6
-0.027, 2.152e-6
-0.029, 2.157e-6
-0.031, 2.164e-6
-0.033, 2.169e-6
-0.035, 2.174e-6
-0.037, 2.180e-6
-0.039, 2.184e-6
-0.041, 2.190e-6
-0.043, 2.197e-6
-0.045, 2.203e-6
-0.047, 2.210e-6
-0.049, 2.215e-6
-0.051, 2.219e-6
-0.053, 2.224e-6
-0.055, 2.231e-6
-0.057, 2.239e-6
-0.059, 2.245e-6
-0.061, 2.252e-6
-0.063, 2.259e-6
-0.065, 2.263e-6
