Sept. 5, 2019   16:21:48
0.675, -1.979e-5
0.677, -1.975e-5
0.679, -1.972e-5
0.681, -1.968e-5
0.683, -1.965e-5
0.685, -1.961e-5
0.687, -1.958e-5
0.689, -1.955e-5
0.691, -1.952e-5
0.693, -1.949e-5
0.695, -1.947e-5
0.697, -1.944e-5
0.699, -1.941e-5
0.701, -1.937e-5
0.703, -1.935e-5
0.705, -1.931e-5
0.707, -1.929e-5
0.709, -1.926e-5
0.711, -1.923e-5
0.713, -1.920e-5
0.715, -1.917e-5
0.717, -1.914e-5
0.719, -1.911e-5
0.721, -1.909e-5
0.723, -1.906e-5
0.725, -1.903e-5
0.727, -1.900e-5
0.729, -1.898e-5
0.731, -1.895e-5
0.733, -1.892e-5
0.735, -1.890e-5
0.737, -1.887e-5
0.739, -1.885e-5
0.741, -1.882e-5
0.743, -1.880e-5
0.745, -1.877e-5
0.747, -1.875e-5
0.749, -1.872e-5
0.751, -1.870e-5
0.753, -1.868e-5
0.755, -1.866e-5
0.757, -1.863e-5
0.759, -1.861e-5
0.761, -1.859e-5
0.763, -1.857e-5
0.765, -1.855e-5
0.767, -1.853e-5
0.769, -1.850e-5
0.771, -1.848e-5
0.773, -1.846e-5
0.775, -1.844e-5
0.777, -1.842e-5
0.779, -1.840e-5
0.781, -1.838e-5
0.783, -1.836e-5
0.785, -1.834e-5
0.787, -1.832e-5
0.789, -1.830e-5
0.791, -1.829e-5
0.793, -1.827e-5
0.795, -1.825e-5
0.797, -1.823e-5
0.799, -1.821e-5
0.801, -1.820e-5
0.803, -1.818e-5
0.805, -1.816e-5
0.807, -1.814e-5
0.809, -1.813e-5
0.811, -1.811e-5
0.813, -1.809e-5
0.815, -1.808e-5
0.817, -1.806e-5
0.819, -1.805e-5
0.821, -1.803e-5
0.823, -1.802e-5
0.825, -1.800e-5
0.827, -1.799e-5
0.829, -1.798e-5
0.831, -1.796e-5
0.833, -1.795e-5
0.835, -1.794e-5
0.837, -1.792e-5
0.839, -1.791e-5
0.841, -1.790e-5
0.843, -1.788e-5
0.845, -1.787e-5
0.847, -1.786e-5
0.849, -1.785e-5
0.851, -1.783e-5
0.853, -1.782e-5
0.855, -1.781e-5
0.857, -1.780e-5
0.859, -1.779e-5
0.861, -1.778e-5
0.863, -1.777e-5
0.865, -1.776e-5
0.867, -1.775e-5
0.869, -1.774e-5
0.871, -1.773e-5
0.873, -1.772e-5
0.875, -1.771e-5
0.877, -1.770e-5
0.879, -1.770e-5
0.881, -1.769e-5
0.883, -1.768e-5
0.885, -1.767e-5
0.887, -1.767e-5
0.889, -1.766e-5
0.891, -1.765e-5
0.893, -1.765e-5
0.895, -1.764e-5
0.897, -1.763e-5
0.899, -1.763e-5
0.901, -1.763e-5
0.903, -1.762e-5
0.905, -1.761e-5
0.907, -1.761e-5
0.909, -1.760e-5
0.911, -1.760e-5
0.913, -1.760e-5
0.915, -1.759e-5
0.917, -1.759e-5
0.919, -1.759e-5
0.921, -1.758e-5
0.923, -1.758e-5
0.925, -1.758e-5
0.927, -1.758e-5
0.929, -1.758e-5
0.931, -1.758e-5
0.933, -1.758e-5
0.935, -1.757e-5
0.937, -1.757e-5
0.939, -1.758e-5
0.941, -1.758e-5
0.943, -1.758e-5
0.945, -1.758e-5
0.947, -1.758e-5
0.949, -1.758e-5
0.951, -1.758e-5
0.953, -1.759e-5
0.955, -1.759e-5
0.957, -1.759e-5
0.959, -1.760e-5
0.961, -1.760e-5
0.963, -1.761e-5
0.965, -1.761e-5
0.967, -1.762e-5
0.969, -1.762e-5
0.971, -1.763e-5
0.973, -1.763e-5
0.975, -1.764e-5
0.977, -1.765e-5
0.979, -1.766e-5
0.981, -1.767e-5
0.983, -1.767e-5
0.985, -1.768e-5
0.987, -1.769e-5
0.989, -1.770e-5
0.991, -1.771e-5
0.993, -1.773e-5
0.995, -1.774e-5
0.997, -1.775e-5
0.999, -1.776e-5
0.999, -1.758e-5
0.997, -1.731e-5
0.995, -1.715e-5
0.993, -1.702e-5
0.991, -1.690e-5
0.989, -1.680e-5
0.987, -1.670e-5
0.985, -1.661e-5
0.983, -1.652e-5
0.981, -1.644e-5
0.979, -1.637e-5
0.977, -1.630e-5
0.975, -1.623e-5
0.973, -1.616e-5
0.971, -1.610e-5
0.969, -1.604e-5
0.967, -1.599e-5
0.965, -1.593e-5
0.963, -1.588e-5
0.961, -1.583e-5
0.959, -1.578e-5
0.957, -1.573e-5
0.955, -1.569e-5
0.953, -1.564e-5
0.951, -1.560e-5
0.949, -1.555e-5
0.947, -1.551e-5
0.945, -1.547e-5
0.943, -1.543e-5
0.941, -1.539e-5
0.939, -1.535e-5
0.937, -1.532e-5
0.935, -1.528e-5
0.933, -1.525e-5
0.931, -1.521e-5
0.929, -1.518e-5
0.927, -1.515e-5
0.925, -1.511e-5
0.923, -1.508e-5
0.921, -1.505e-5
0.919, -1.502e-5
0.917, -1.499e-5
0.915, -1.496e-5
0.913, -1.493e-5
0.911, -1.491e-5
0.909, -1.488e-5
0.907, -1.485e-5
0.905, -1.483e-5
0.903, -1.480e-5
0.901, -1.477e-5
0.899, -1.475e-5
0.897, -1.472e-5
0.895, -1.470e-5
0.893, -1.467e-5
0.891, -1.465e-5
0.889, -1.463e-5
0.887, -1.460e-5
0.885, -1.458e-5
0.883, -1.456e-5
0.881, -1.453e-5
0.879, -1.451e-5
0.877, -1.449e-5
0.875, -1.447e-5
0.873, -1.444e-5
0.871, -1.442e-5
0.869, -1.440e-5
0.867, -1.438e-5
0.865, -1.436e-5
0.863, -1.434e-5
0.861, -1.432e-5
0.859, -1.430e-5
0.857, -1.428e-5
0.855, -1.426e-5
0.853, -1.424e-5
0.851, -1.422e-5
0.849, -1.420e-5
0.847, -1.418e-5
0.845, -1.416e-5
0.843, -1.414e-5
0.841, -1.412e-5
0.839, -1.411e-5
0.837, -1.409e-5
0.835, -1.407e-5
0.833, -1.405e-5
0.831, -1.403e-5
0.829, -1.402e-5
0.827, -1.400e-5
0.825, -1.398e-5
0.823, -1.396e-5
0.821, -1.394e-5
0.819, -1.393e-5
0.817, -1.391e-5
0.815, -1.389e-5
0.813, -1.387e-5
0.811, -1.386e-5
0.809, -1.384e-5
0.807, -1.382e-5
0.805, -1.381e-5
0.803, -1.379e-5
0.801, -1.377e-5
0.799, -1.376e-5
0.797, -1.374e-5
0.795, -1.372e-5
0.793, -1.371e-5
0.791, -1.369e-5
0.789, -1.368e-5
0.787, -1.366e-5
0.785, -1.364e-5
0.783, -1.363e-5
0.781, -1.361e-5
0.779, -1.360e-5
0.777, -1.359e-5
0.775, -1.357e-5
0.773, -1.356e-5
0.771, -1.354e-5
0.769, -1.353e-5
0.767, -1.351e-5
0.765, -1.349e-5
0.763, -1.348e-5
0.761, -1.346e-5
0.759, -1.345e-5
0.757, -1.343e-5
0.755, -1.342e-5
0.753, -1.340e-5
0.751, -1.339e-5
0.749, -1.338e-5
0.747, -1.336e-5
0.745, -1.335e-5
0.743, -1.333e-5
0.741, -1.332e-5
0.739, -1.330e-5
0.737, -1.329e-5
0.735, -1.327e-5
0.733, -1.326e-5
0.731, -1.324e-5
0.729, -1.323e-5
0.727, -1.321e-5
0.725, -1.320e-5
0.723, -1.318e-5
0.721, -1.317e-5
0.719, -1.316e-5
0.717, -1.314e-5
0.715, -1.313e-5
0.713, -1.311e-5
0.711, -1.310e-5
0.709, -1.309e-5
0.707, -1.307e-5
0.705, -1.306e-5
0.703, -1.305e-5
0.701, -1.303e-5
0.699, -1.302e-5
0.697, -1.300e-5
0.695, -1.299e-5
0.693, -1.298e-5
0.691, -1.296e-5
0.689, -1.295e-5
0.687, -1.293e-5
0.685, -1.292e-5
0.683, -1.291e-5
0.681, -1.289e-5
0.679, -1.288e-5
0.677, -1.287e-5
0.675, -1.285e-5
0.673, -1.284e-5
0.671, -1.282e-5
0.669, -1.281e-5
0.667, -1.280e-5
0.665, -1.278e-5
0.663, -1.277e-5
0.661, -1.275e-5
0.659, -1.274e-5
0.657, -1.273e-5
0.655, -1.271e-5
0.653, -1.270e-5
0.651, -1.269e-5
0.649, -1.267e-5
0.647, -1.266e-5
0.645, -1.265e-5
0.643, -1.263e-5
0.641, -1.262e-5
0.639, -1.260e-5
0.637, -1.259e-5
0.635, -1.257e-5
0.633, -1.256e-5
0.631, -1.255e-5
0.629, -1.253e-5
0.627, -1.252e-5
0.625, -1.250e-5
0.623, -1.249e-5
0.621, -1.248e-5
0.619, -1.246e-5
0.617, -1.245e-5
0.615, -1.243e-5
0.613, -1.242e-5
0.611, -1.240e-5
0.609, -1.239e-5
0.607, -1.237e-5
0.605, -1.236e-5
0.603, -1.235e-5
0.601, -1.233e-5
0.599, -1.231e-5
0.597, -1.230e-5
0.595, -1.229e-5
0.593, -1.227e-5
0.591, -1.225e-5
0.589, -1.224e-5
0.587, -1.222e-5
0.585, -1.221e-5
0.583, -1.219e-5
0.581, -1.218e-5
0.579, -1.216e-5
0.577, -1.214e-5
0.575, -1.213e-5
0.573, -1.211e-5
0.571, -1.210e-5
0.569, -1.208e-5
0.567, -1.206e-5
0.565, -1.205e-5
0.563, -1.203e-5
0.561, -1.202e-5
0.559, -1.200e-5
0.557, -1.198e-5
0.555, -1.196e-5
0.553, -1.195e-5
0.551, -1.193e-5
0.549, -1.191e-5
0.547, -1.190e-5
0.545, -1.188e-5
0.543, -1.186e-5
0.541, -1.184e-5
0.539, -1.183e-5
0.537, -1.181e-5
0.535, -1.179e-5
0.533, -1.177e-5
0.531, -1.175e-5
0.529, -1.173e-5
0.527, -1.171e-5
0.525, -1.169e-5
0.523, -1.167e-5
0.521, -1.165e-5
0.519, -1.163e-5
0.517, -1.161e-5
0.515, -1.159e-5
0.513, -1.157e-5
0.511, -1.155e-5
0.509, -1.153e-5
0.507, -1.150e-5
0.505, -1.148e-5
0.503, -1.146e-5
0.501, -1.143e-5
0.499, -1.141e-5
0.497, -1.139e-5
0.495, -1.137e-5
0.493, -1.134e-5
0.491, -1.132e-5
0.489, -1.129e-5
0.487, -1.126e-5
0.485, -1.124e-5
0.483, -1.122e-5
0.481, -1.119e-5
0.479, -1.116e-5
0.477, -1.113e-5
0.475, -1.111e-5
0.473, -1.108e-5
0.471, -1.105e-5
0.469, -1.102e-5
0.467, -1.099e-5
0.465, -1.096e-5
0.463, -1.093e-5
0.461, -1.090e-5
0.459, -1.087e-5
0.457, -1.084e-5
0.455, -1.081e-5
0.453, -1.077e-5
0.451, -1.074e-5
0.449, -1.071e-5
0.447, -1.067e-5
0.445, -1.064e-5
0.443, -1.060e-5
0.441, -1.056e-5
0.439, -1.052e-5
0.437, -1.049e-5
0.435, -1.045e-5
0.433, -1.041e-5
0.431, -1.037e-5
0.429, -1.033e-5
0.427, -1.029e-5
0.425, -1.025e-5
0.423, -1.020e-5
0.421, -1.016e-5
0.419, -1.012e-5
0.417, -1.007e-5
0.415, -1.002e-5
0.413, -9.973e-6
0.411, -9.925e-6
0.409, -9.875e-6
0.407, -9.825e-6
0.405, -9.772e-6
0.403, -9.721e-6
0.401, -9.667e-6
0.399, -9.614e-6
0.397, -9.561e-6
0.395, -9.505e-6
0.393, -9.446e-6
0.391, -9.386e-6
0.389, -9.326e-6
0.387, -9.265e-6
0.385, -9.201e-6
0.383, -9.137e-6
0.381, -9.073e-6
0.379, -9.008e-6
0.377, -8.941e-6
0.375, -8.872e-6
0.373, -8.801e-6
0.371, -8.732e-6
0.369, -8.658e-6
0.367, -8.581e-6
0.365, -8.506e-6
0.363, -8.429e-6
0.361, -8.351e-6
0.359, -8.270e-6
0.357, -8.191e-6
0.355, -8.107e-6
0.353, -8.022e-6
0.351, -7.937e-6
0.349, -7.850e-6
0.347, -7.764e-6
0.345, -7.672e-6
0.343, -7.574e-6
0.341, -7.483e-6
0.339, -7.387e-6
0.337, -7.292e-6
0.335, -7.194e-6
0.333, -7.094e-6
0.331, -6.994e-6
0.329, -6.893e-6
0.327, -6.790e-6
0.325, -6.688e-6
0.323, -6.581e-6
0.321, -6.471e-6
0.319, -6.366e-6
0.317, -6.257e-6
0.315, -6.146e-6
0.313, -6.033e-6
0.311, -5.919e-6
0.309, -5.805e-6
0.307, -5.692e-6
0.305, -5.578e-6
0.303, -5.462e-6
0.301, -5.341e-6
0.299, -5.223e-6
0.297, -5.100e-6
0.295, -4.980e-6
0.293, -4.861e-6
0.291, -4.738e-6
0.289, -4.615e-6
0.287, -4.489e-6
0.285, -4.366e-6
0.283, -4.242e-6
0.281, -4.117e-6
0.279, -3.992e-6
0.277, -3.871e-6
0.275, -3.759e-6
0.273, -3.638e-6
0.271, -3.512e-6
0.269, -3.387e-6
0.267, -3.266e-6
0.265, -3.142e-6
0.263, -3.018e-6
0.261, -2.898e-6
0.259, -2.776e-6
0.257, -2.657e-6
0.255, -2.537e-6
0.253, -2.419e-6
0.251, -2.304e-6
0.249, -2.185e-6
0.247, -2.072e-6
0.245, -1.961e-6
0.243, -1.849e-6
0.241, -1.744e-6
0.239, -1.636e-6
0.237, -1.534e-6
0.235, -1.431e-6
0.233, -1.327e-6
0.231, -1.228e-6
0.229, -1.130e-6
0.227, -1.035e-6
0.225, -9.418e-7
0.223, -8.505e-7
0.221, -7.624e-7
0.219, -6.728e-7
0.217, -5.927e-7
0.215, -5.100e-7
0.213, -4.314e-7
0.211, -3.558e-7
0.209, -2.820e-7
0.207, -2.116e-7
0.205, -1.413e-7
0.203, -7.492e-8
0.201, -1.166e-8
0.199, 4.869e-8
0.197, 1.075e-7
0.195, 1.648e-7
0.193, 2.217e-7
0.191, 2.761e-7
0.189, 3.242e-7
0.187, 3.712e-7
0.185, 4.161e-7
0.183, 4.599e-7
0.181, 5.004e-7
0.179, 5.384e-7
0.177, 5.757e-7
0.175, 6.098e-7
0.173, 6.437e-7
0.171, 6.736e-7
0.169, 7.024e-7
0.167, 7.305e-7
0.165, 7.549e-7
0.163, 7.799e-7
0.161, 8.040e-7
0.159, 8.245e-7
0.157, 8.450e-7
0.155, 8.647e-7
0.153, 8.817e-7
0.151, 9.014e-7
0.149, 9.151e-7
0.147, 9.298e-7
0.145, 9.448e-7
0.143, 9.567e-7
0.141, 9.690e-7
0.139, 9.808e-7
0.137, 9.920e-7
0.135, 1.002e-6
0.133, 1.013e-6
0.131, 1.023e-6
0.129, 1.031e-6
0.127, 1.038e-6
0.125, 1.047e-6
0.123, 1.054e-6
0.121, 1.060e-6
0.119, 1.067e-6
0.117, 1.074e-6
0.115, 1.079e-6
0.113, 1.086e-6
0.111, 1.091e-6
0.109, 1.095e-6
0.107, 1.100e-6
0.105, 1.106e-6
0.103, 1.111e-6
0.101, 1.114e-6
0.099, 1.120e-6
0.097, 1.124e-6
0.095, 1.128e-6
0.093, 1.132e-6
0.091, 1.136e-6
0.089, 1.139e-6
0.087, 1.143e-6
0.085, 1.149e-6
0.083, 1.151e-6
0.081, 1.155e-6
0.079, 1.159e-6
0.077, 1.162e-6
0.075, 1.165e-6
0.073, 1.169e-6
0.071, 1.174e-6
0.069, 1.176e-6
0.067, 1.179e-6
0.065, 1.183e-6
0.063, 1.186e-6
0.061, 1.191e-6
0.059, 1.194e-6
0.057, 1.197e-6
0.055, 1.201e-6
0.053, 1.204e-6
0.051, 1.208e-6
0.049, 1.212e-6
0.047, 1.215e-6
0.045, 1.217e-6
0.043, 1.221e-6
0.041, 1.224e-6
0.039, 1.230e-6
0.037, 1.230e-6
0.035, 1.233e-6
0.033, 1.239e-6
0.031, 1.242e-6
0.029, 1.246e-6
0.027, 1.249e-6
0.025, 1.251e-6
0.023, 1.256e-6
0.021, 1.259e-6
0.019, 1.264e-6
0.017, 1.267e-6
0.015, 1.270e-6
0.013, 1.274e-6
0.011, 1.278e-6
0.009, 1.282e-6
0.007, 1.286e-6
0.005, 1.289e-6
0.003, 1.292e-6
0.001, 1.298e-6
-0.001, 1.301e-6
-0.003, 1.305e-6
-0.005, 1.308e-6
-0.007, 1.312e-6
-0.009, 1.317e-6
-0.011, 1.320e-6
-0.013, 1.324e-6
-0.015, 1.328e-6
-0.017, 1.332e-6
-0.019, 1.336e-6
-0.021, 1.341e-6
-0.023, 1.346e-6
-0.025, 1.349e-6
-0.027, 1.351e-6
-0.029, 1.356e-6
-0.031, 1.361e-6
-0.033, 1.365e-6
-0.035, 1.368e-6
-0.037, 1.372e-6
-0.039, 1.377e-6
-0.041, 1.381e-6
-0.043, 1.385e-6
-0.045, 1.389e-6
-0.047, 1.395e-6
-0.049, 1.398e-6
-0.051, 1.403e-6
-0.053, 1.406e-6
-0.055, 1.412e-6
-0.057, 1.416e-6
-0.059, 1.419e-6
-0.061, 1.426e-6
-0.063, 1.430e-6
-0.065, 1.433e-6
