Sept. 5, 2019   16:25:58
Cyclic Voltammetry
File: c:\users\1\desktop\2019Data Source:  Experiment
Instrument Model:  CHI630E
Header: 
Note: 

Init E (V) = -0.2
High E (V) = 1
Low E (V) = -0.2
Init P/N = P
Scan Rate (V/s) = 0.2
Segment = 2
Sample Interval (V) = 0.002
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Segment 1:
Ep = 0.403V
ip = -6.305e-5A
Ah = -3.779e-5C

Segment 2:

Potential/V, Current/A

-0.199, 6.472e-7
-0.197, 3.421e-7
-0.195, 2.309e-7
-0.193, 1.396e-7
-0.191, 7.510e-8
-0.189, 1.060e-8
-0.187, -4.445e-8
-0.185, -9.674e-8
-0.183, -1.414e-7
-0.181, -1.853e-7
-0.179, -2.250e-7
-0.177, -2.716e-7
-0.175, -3.034e-7
-0.173, -3.390e-7
-0.171, -3.722e-7
-0.169, -4.086e-7
-0.167, -4.337e-7
-0.165, -4.688e-7
-0.163, -4.963e-7
-0.161, -5.274e-7
-0.159, -5.534e-7
-0.157, -5.841e-7
-0.155, -6.087e-7
-0.153, -6.311e-7
-0.151, -6.579e-7
-0.149, -6.821e-7
-0.147, -7.042e-7
-0.145, -7.305e-7
-0.143, -7.471e-7
-0.141, -7.718e-7
-0.139, -7.948e-7
-0.137, -8.183e-7
-0.135, -8.375e-7
-0.133, -8.573e-7
-0.131, -8.792e-7
-0.129, -8.997e-7
-0.127, -9.084e-7
-0.125, -9.360e-7
-0.123, -9.500e-7
-0.121, -9.702e-7
-0.119, -9.854e-7
-0.117, -1.005e-6
-0.115, -1.015e-6
-0.113, -1.041e-6
-0.111, -1.053e-6
-0.109, -1.072e-6
-0.107, -1.084e-6
-0.105, -1.105e-6
-0.103, -1.117e-6
-0.101, -1.133e-6
-0.099, -1.150e-6
-0.097, -1.164e-6
-0.095, -1.178e-6
-0.093, -1.191e-6
-0.091, -1.206e-6
-0.089, -1.219e-6
-0.087, -1.231e-6
-0.085, -1.245e-6
-0.083, -1.257e-6
-0.081, -1.275e-6
-0.079, -1.282e-6
-0.077, -1.298e-6
-0.075, -1.307e-6
-0.073, -1.327e-6
-0.071, -1.333e-6
-0.069, -1.348e-6
-0.067, -1.358e-6
-0.065, -1.372e-6
-0.063, -1.376e-6
-0.061, -1.391e-6
-0.059, -1.404e-6
-0.057, -1.418e-6
-0.055, -1.424e-6
-0.053, -1.439e-6
-0.051, -1.446e-6
-0.049, -1.463e-6
-0.047, -1.468e-6
-0.045, -1.483e-6
-0.043, -1.492e-6
-0.041, -1.505e-6
-0.039, -1.509e-6
-0.037, -1.523e-6
-0.035, -1.532e-6
-0.033, -1.546e-6
-0.031, -1.550e-6
-0.029, -1.565e-6
-0.027, -1.570e-6
-0.025, -1.580e-6
-0.023, -1.590e-6
-0.021, -1.603e-6
-0.019, -1.609e-6
-0.017, -1.622e-6
-0.015, -1.629e-6
-0.013, -1.638e-6
-0.011, -1.648e-6
-0.009, -1.662e-6
-0.007, -1.667e-6
-0.005, -1.679e-6
-0.003, -1.685e-6
-0.001, -1.699e-6
0.001, -1.707e-6
0.003, -1.719e-6
0.005, -1.725e-6
0.007, -1.738e-6
0.009, -1.743e-6
0.011, -1.756e-6
0.013, -1.758e-6
0.015, -1.775e-6
0.017, -1.778e-6
0.019, -1.791e-6
0.021, -1.800e-6
0.023, -1.812e-6
0.025, -1.818e-6
0.027, -1.829e-6
0.029, -1.840e-6
0.031, -1.852e-6
0.033, -1.857e-6
0.035, -1.865e-6
0.037, -1.879e-6
0.039, -1.886e-6
0.041, -1.895e-6
0.043, -1.910e-6
0.045, -1.915e-6
0.047, -1.930e-6
0.049, -1.934e-6
0.051, -1.946e-6
0.053, -1.954e-6
0.055, -1.968e-6
0.057, -1.976e-6
0.059, -1.990e-6
0.061, -1.995e-6
0.063, -2.012e-6
0.065, -2.010e-6
0.067, -2.029e-6
0.069, -2.037e-6
0.071, -2.050e-6
0.073, -2.058e-6
0.075, -2.072e-6
0.077, -2.075e-6
0.079, -2.097e-6
0.081, -2.097e-6
0.083, -2.115e-6
0.085, -2.125e-6
0.087, -2.144e-6
0.089, -2.151e-6
0.091, -2.165e-6
0.093, -2.180e-6
0.095, -2.200e-6
0.097, -2.208e-6
0.099, -2.230e-6
0.101, -2.243e-6
0.103, -2.268e-6
0.105, -2.286e-6
0.107, -2.305e-6
0.109, -2.330e-6
0.111, -2.356e-6
0.113, -2.375e-6
0.115, -2.402e-6
0.117, -2.434e-6
0.119, -2.469e-6
0.121, -2.502e-6
0.123, -2.543e-6
0.125, -2.579e-6
0.127, -2.629e-6
0.129, -2.666e-6
0.131, -2.726e-6
0.133, -2.782e-6
0.135, -2.847e-6
0.137, -2.909e-6
0.139, -2.980e-6
0.141, -3.051e-6
0.143, -3.143e-6
0.145, -3.226e-6
0.147, -3.332e-6
0.149, -3.434e-6
0.151, -3.552e-6
0.153, -3.669e-6
0.155, -3.796e-6
0.157, -3.926e-6
0.159, -4.083e-6
0.161, -4.244e-6
0.163, -4.419e-6
0.165, -4.601e-6
0.167, -4.801e-6
0.169, -5.014e-6
0.171, -5.243e-6
0.173, -5.474e-6
0.175, -5.731e-6
0.177, -5.992e-6
0.179, -6.273e-6
0.181, -6.571e-6
0.183, -6.890e-6
0.185, -7.221e-6
0.187, -7.574e-6
0.189, -7.942e-6
0.191, -8.329e-6
0.193, -8.722e-6
0.195, -9.146e-6
0.197, -9.576e-6
0.199, -1.003e-5
0.201, -1.050e-5
0.203, -1.100e-5
0.205, -1.150e-5
0.207, -1.204e-5
0.209, -1.258e-5
0.211, -1.315e-5
0.213, -1.373e-5
0.215, -1.433e-5
0.217, -1.495e-5
0.219, -1.559e-5
0.221, -1.625e-5
0.223, -1.693e-5
0.225, -1.761e-5
0.227, -1.832e-5
0.229, -1.903e-5
0.231, -1.975e-5
0.233, -2.050e-5
0.235, -2.127e-5
0.237, -2.205e-5
0.239, -2.285e-5
0.241, -2.366e-5
0.243, -2.449e-5
0.245, -2.532e-5
0.247, -2.617e-5
0.249, -2.703e-5
0.251, -2.790e-5
0.253, -2.879e-5
0.255, -2.968e-5
0.257, -3.057e-5
0.259, -3.150e-5
0.261, -3.243e-5
0.263, -3.336e-5
0.265, -3.429e-5
0.267, -3.524e-5
0.269, -3.618e-5
0.271, -3.714e-5
0.273, -3.810e-5
0.275, -3.908e-5
0.277, -4.006e-5
0.279, -4.105e-5
0.281, -4.203e-5
0.283, -4.301e-5
0.285, -4.400e-5
0.287, -4.501e-5
0.289, -4.599e-5
0.291, -4.700e-5
0.293, -4.801e-5
0.295, -4.899e-5
0.297, -4.999e-5
0.299, -5.098e-5
0.301, -5.197e-5
0.303, -5.296e-5
0.305, -5.394e-5
0.307, -5.493e-5
0.309, -5.592e-5
0.311, -5.690e-5
0.313, -5.787e-5
0.315, -5.883e-5
0.317, -5.980e-5
0.319, -6.075e-5
0.321, -6.168e-5
0.323, -6.262e-5
0.325, -6.355e-5
0.327, -6.446e-5
0.329, -6.536e-5
0.331, -6.625e-5
0.333, -6.712e-5
0.335, -6.798e-5
0.337, -6.883e-5
0.339, -6.967e-5
0.341, -7.049e-5
0.343, -7.130e-5
0.345, -7.208e-5
0.347, -7.284e-5
0.349, -7.358e-5
0.351, -7.431e-5
0.353, -7.502e-5
0.355, -7.571e-5
0.357, -7.637e-5
0.359, -7.701e-5
0.361, -7.762e-5
0.363, -7.822e-5
0.365, -7.879e-5
0.367, -7.934e-5
0.369, -7.986e-5
0.371, -8.034e-5
0.373, -8.079e-5
0.375, -8.123e-5
0.377, -8.163e-5
0.379, -8.201e-5
0.381, -8.236e-5
0.383, -8.267e-5
0.385, -8.294e-5
0.387, -8.321e-5
0.389, -8.344e-5
0.391, -8.364e-5
0.393, -8.381e-5
0.395, -8.395e-5
0.397, -8.405e-5
0.399, -8.414e-5
0.401, -8.419e-5
0.403, -8.422e-5
0.405, -8.421e-5
0.407, -8.419e-5
0.409, -8.413e-5
0.411, -8.405e-5
0.413, -8.395e-5
0.415, -8.383e-5
0.417, -8.368e-5
0.419, -8.351e-5
0.421, -8.331e-5
0.423, -8.310e-5
0.425, -8.287e-5
0.427, -8.262e-5
0.429, -8.238e-5
0.431, -8.211e-5
0.433, -8.181e-5
0.435, -8.150e-5
0.437, -8.118e-5
0.439, -8.086e-5
0.441, -8.052e-5
0.443, -8.017e-5
0.445, -7.982e-5
0.447, -7.946e-5
0.449, -7.908e-5
0.451, -7.870e-5
0.453, -7.832e-5
0.455, -7.793e-5
0.457, -7.754e-5
0.459, -7.715e-5
0.461, -7.675e-5
0.463, -7.636e-5
0.465, -7.596e-5
0.467, -7.557e-5
0.469, -7.516e-5
0.471, -7.477e-5
0.473, -7.436e-5
0.475, -7.396e-5
0.477, -7.356e-5
0.479, -7.317e-5
0.481, -7.277e-5
0.483, -7.239e-5
0.485, -7.199e-5
0.487, -7.160e-5
0.489, -7.121e-5
0.491, -7.084e-5
0.493, -7.045e-5
0.495, -7.007e-5
0.497, -6.969e-5
0.499, -6.932e-5
0.501, -6.894e-5
0.503, -6.859e-5
0.505, -6.822e-5
0.507, -6.787e-5
0.509, -6.750e-5
0.511, -6.716e-5
0.513, -6.681e-5
0.515, -6.647e-5
0.517, -6.612e-5
0.519, -6.579e-5
0.521, -6.545e-5
0.523, -6.512e-5
0.525, -6.478e-5
0.527, -6.447e-5
0.529, -6.414e-5
0.531, -6.383e-5
0.533, -6.351e-5
0.535, -6.320e-5
0.537, -6.289e-5
0.539, -6.258e-5
0.541, -6.228e-5
0.543, -6.198e-5
0.545, -6.168e-5
0.547, -6.140e-5
0.549, -6.111e-5
0.551, -6.083e-5
0.553, -6.055e-5
0.555, -6.027e-5
0.557, -5.999e-5
0.559, -5.973e-5
0.561, -5.945e-5
0.563, -5.919e-5
0.565, -5.893e-5
0.567, -5.867e-5
0.569, -5.841e-5
0.571, -5.816e-5
0.573, -5.791e-5
0.575, -5.767e-5
0.577, -5.742e-5
0.579, -5.719e-5
0.581, -5.694e-5
0.583, -5.672e-5
0.585, -5.648e-5
0.587, -5.626e-5
0.589, -5.602e-5
0.591, -5.581e-5
0.593, -5.558e-5
0.595, -5.537e-5
0.597, -5.515e-5
0.599, -5.494e-5
0.601, -5.471e-5
0.603, -5.451e-5
0.605, -5.430e-5
0.607, -5.410e-5
0.609, -5.390e-5
0.611, -5.370e-5
0.613, -5.351e-5
0.615, -5.331e-5
0.617, -5.312e-5
0.619, -5.294e-5
0.621, -5.275e-5
0.623, -5.258e-5
0.625, -5.238e-5
0.627, -5.221e-5
0.629, -5.203e-5
0.631, -5.186e-5
0.633, -5.168e-5
0.635, -5.151e-5
0.637, -5.134e-5
0.639, -5.118e-5
0.641, -5.102e-5
0.643, -5.086e-5
0.645, -5.070e-5
0.647, -5.054e-5
0.649, -5.038e-5
0.651, -5.023e-5
0.653, -5.007e-5
0.655, -4.992e-5
0.657, -4.977e-5
0.659, -4.962e-5
0.661, -4.947e-5
0.663, -4.933e-5
0.665, -4.918e-5
0.667, -4.904e-5
0.669, -4.890e-5
0.671, -4.877e-5
0.673, -4.863e-5
